en_name,th_name,ingredients,course,province,region,,unnamed:_0,food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,unnamed:_0.1,mean,median,histogram_path,description_path,heatmap_path,group,_source_file
Tom Jiw,ต้มจิ๋ว,Herbs+meat+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Tom Saep,ต้มแซ่บ,Herbs+meat+spices,main dish,Northeast provinces,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Tom Pret,ต้มเปรต,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Tom Yam,ต้มยำ,Herbs+shrimp+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Tom Som,ต้มส้ม,Sour broth+fish+herbs,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Tupa Sutong,ตูปะซูตง,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Tai Pla,ไตปลา,Fermented fish entrails+curry paste+vegetables,main dish,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Tod Mun,ทอดมัน,Fish paste+herbs+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Nam Ngiao,น้ำเงี้ยว,Rice noodles+blood tofu+herbs,main dish,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Nua Nang Phao,เนื้อนางเพา,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Bo Toa,บอเตาะ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Pla Kok,ปลาคก,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Poo Ja,ปูจ๋า,Crab meat+herbs+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Kaphrao,ผัดกะเพรา,Holy basil+meat+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Khing,ผัดขิง,Ginger+meat+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Cha,ผัดฉ่า,Herbs+meat+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Priao Wan,ผัดเปรี้ยวหวาน,Sweet and sour sauce+meat+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Phong Kari,ผัดผงกะหรี่,Curry powder+meat+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Phak Bung,ผัดผักบุ้ง,Morning glory+garlic+soy sauce,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Prik Khing,ผัดพริกขิง,Herbs+meat+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Phat Sam Muen,ผัดสามเหม็น,Herbs+meat+garlic,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Pla,พล่า,Herbs+meat+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Panaeng,พะแนง,Panaeng curry paste+coconut milk+meat,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Pa Lo,พะโล้,Chinese five-spice+meat+soy sauce,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Yam Kai Yang Tao,ยำไก่อย่างเต่า,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Yam Kai Dao,ยำไข่ดาว,Fried eggs+fish sauce+herbs,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Yam Sanat,ยำสะนัด,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
La We Kadam,ละแวกะดาม,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Leng Saep,เล้งแซ่บ,Pork spine+herbs+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Sap Yaek,สัพแหยก,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Mok,หมก,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Lon,หลน,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Moo Cha Muang,หมูชะมวง,Pork+Garcinia cowa+herbs,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Moo Wan,หมูหวาน,Sweetened pork+soy sauce,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Moo Hong,หมูฮ้อง,Stewed pork belly+herbs+spices,main dish,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Om,อ่อม,Herbs+meat+vegetables,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Oo,อู๋,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Aeb,แอ็บ,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Gruay Thip,กรวยทิพย์,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Krob Kem,กรอบเค็ม,Rice flour+fish sauce+herbs,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kratong Thong,กระทงทอง,Rice flour+fish+vegetables,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Krabong,กระบอง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kuay Teow Lord,ก๋วยเตี๋ยวหลอด,Rice noodles+soy sauce+herbs,main dish,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kari Puff,กะหรี่ปั๊บ,Flour+curry powder+potato,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Karawek Sod Si,การเวกสอดสี,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kung Ten,กุ้งเต้น,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Ko Kae,โก๋แก่,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kai Sam Yang,ไก่สามอย่าง,Unknown,main dish,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Kui Chai,ขนมกุยช่าย,Flour+chives+soy sauce,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Kheng,ขนมเข่ง,Glutinous rice flour+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Jeeb,ขนมจีบ,Flour+pork+herbs,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Tokyo,ขนมโตเกียว,Flour+custard+sugar,dessert,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Pang Ka Kai,ขนมปังขาไก่,Flour+sugar+butter,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Pang Na Moo,ขนมปังหน้าหมู,Pork+flour+herbs,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Pak Kad,ขนมผักกาด,Rice flour+vegetables+soy sauce,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Puang Pratad,ขนมพวงประทัด,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Kriap Kung,ข้าวเกรียบกุ้ง,Shrimp paste+flour+herbs,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Kriap Pak Mo,ข้าวเกรียบปากหม้อ,Rice flour+pork+herbs,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Kriap Ya Na,ข้าวเกรียบยาหน้า,Rice flour+vegetables+herbs,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Tom Bai Kapho,ข้าวต้มใบกะพ้อ,Glutinous rice+banana+coconut milk,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Tom Mat,ข้าวต้มมัด,Glutinous rice+banana+coconut milk,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Tang Na Tang,ข้าวตังหน้าตั้ง,Rice crackers+coconut milk+pork,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Pan,ข้าวพัน,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Mao,ข้าวเม่า,Glutinous rice+banana+coconut milk,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Ho Tod,ข้าวห่อทอด,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khao Niao Ping,ข้าวเหนียวปิ้ง,Glutinous rice+coconut milk,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kai Kwam,ไข่คว่ำ,Eggs+herbs+spices,main dish,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khrong Khrang Krop,ครองแครงกรอบ,Rice flour+sugar+herbs,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Khang Khao Pueak,ค้างคาวเผือก,Taro+flour+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kaep Moo,แคบหมู,Pork skin+salt+spices,snack,Northern provinces,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Cho Muang,ช่อม่วง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Chun Pia,ชุนเปี๊ยะ,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Salapao,ซาลาเปา,Flour+pork+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Soup Asa Ren,ซุปอาสาเรน,Herbs+vegetables+egg,soup,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Dok Kung,ดอกกุ้ง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Dok Kai,ดอกไข่,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Thung Thong,ถุงทอง,Flour+pork+vegetables,snack,Bangkok,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Nam Nang,น้ำหนัง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Pla Nam,ปลาแนม,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Pla Haeng Tang Mo,ปลาแห้งแตงโม,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Pan Sip,ปั้นสิบ,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Pa Thong Ko,ปาท่องโก๋,Flour+sugar+oil,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Poh Pia,เปาะเปี๊ยะ,Flour+pork+vegetables,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Mata Ba,มะตะบะ,Flour+egg+vegetables,snack,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Ma Uan,ม้าอ้วน,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Ma Ho,ม้าฮ่อ,Flour+sugar+pineapple,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Miang Kham,เมี่ยงคำ,Herbs+coconut+shrimp,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
La Tiang,ล่าเตียง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Roti,โรตี,Flour+sugar+oil,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Loba,โลบะ,Pork+herbs+spices,main dish,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Vihok Long Rang,วิหคหลงรัง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Som Choon Yam,ส้มฉุน (ยำ),Herbs+fruit+fish sauce,salad,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Srong,สร่ง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Sate,สะเต๊ะ,Meat+spices+peanut sauce,snack,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Saku,สาคู,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Moo Takro,หมูตะกร้อ,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Moo Ping,หมูปิ้ง,Pork+soy sauce+herbs,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Rum,หรุ่ม,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Hoi Tak,หอยตาก,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Hoi Siab Jim Malakor,หอยเสียบจิ้มมะละกอ,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
A Pong,อาโป้ง,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Otao,โอต้าว,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Hoi Jo,ฮ่อยจ๊อ,Crab+flour+herbs,snack,Southern provinces,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Ha Kun,แฮ่กึ๊น,Unknown,snack,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kraya Sadt,กระยาสารท,Rice+peanuts+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kluay Kaek,กล้วยแขก,Flour+banana+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kluay Buat Chi,กล้วยบวชชี,Banana+coconut milk+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Klub Lamduan,กลีบลำดวน,Rice flour+sugar+coconut milk,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kalamae,กะละแม,Glutinous rice flour+coconut milk+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kaeng Buat,แกงบวด,Herbs+coconut milk+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Gong,ขนมกง,Rice flour+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Grok,ขนมกรอก,Coconut+flour+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Ko,ขนมก้อ,Rice flour+coconut+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Kusarang,ขนมกุสรัง,Rice flour+herbs+coconut milk,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Geson Lam Chiek,ขนมเกสรลำเจียก,Unknown,dessert,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Kae Aam,ขนมแก้อาม,Unknown,dessert,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Kee Nu,ขนมขี้หนู,Flour+sugar+coconut milk,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Kheaw,ขนมเขียว,Pandan+coconut milk+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Khai,ขนมไข่,Eggs+flour+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Khai Nok Krata,ขนมไข่นกกระทา,Pandan+flour+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Khai Hong,ขนมไข่หงส์,Glutinous rice flour+sugar+coconut milk,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Krok,ขนมครก,Rice flour+coconut milk+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Kui Ling,ขนมควยลิง,Rice flour+coconut+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Chak,ขนมจาก,Rice flour+sugar+coconut,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Jor Hu,ขนมเจาะหู,Unknown,dessert,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Chamod,ขนมชะมด,Unknown,dessert,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Chan,ขนมชั้น,Rice flour+coconut milk+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Chang Ma,ขนมแชงม้า,Unknown,dessert,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Tom,ขนมต้ม,Glutinous rice flour+coconut+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Tan,ขนมตาล,Palm sugar+flour+coconut milk,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Thuai,ขนมถ้วย,Rice flour+coconut milk+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Thuai Fu,ขนมถ้วยฟู,Rice flour+yeast+coconut milk,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Thang Taek,ขนมถังแตก,Rice flour+coconut milk+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Tua Paeb,ขนมถั่วแปบ,Rice flour+herbs+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Thien,ขนมเทียน,Glutinous rice flour+coconut milk+sugar,dessert,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Nam Dok Mai,ขนมน้ำดอกไม้,Unknown,dessert,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Nian,ขนมเนียล,Unknown,dessert,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Ba Bin,ขนมบ้าบิ่น,Flour+coconut+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Beung,ขนมเบื้อง,Rice flour+sugar+coconut milk,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Pia,ขนมเปี๊ยะ,Flour+green beans+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
Kanom Ping,ขนมผิง,Flour+coconut milk+sugar,snack,Various,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data\thailand_foods.csv
